competition,event,race,code,position,nationality,time,crew
2010 World Rowing Cup II,M2-,Men's Pair - Semifinal,SA/B 2,1,GBR1,06:46.7,"REED, Pete; TRIGGS HODGE, Andrew"
2010 World Rowing Cup II,M2-,Men's Pair - Semifinal,SA/B 2,2,RSA,06:51.6,"KEELING, Shaun; DI CLEMENTE, Ramon"
2010 World Rowing Cup II,M2-,Men's Pair - Semifinal,SA/B 2,3,GBR2,06:54.2,"NICHOL, Cameron; BURTON, Tom"
2010 World Rowing Cup II,M2-,Men's Pair - Semifinal,SA/B 2,4,POL,07:00.9,"MATTIK, Maciej; SCHODOWSKI, Zbigniew"
2010 World Rowing Cup II,M2-,Men's Pair - Semifinal,SA/B 2,5,HUN,07:04.0,"JUHASZ, Adrian; SIMON JR, Bela"
2010 World Rowing Cup II,M2-,Men's Pair - Semifinal,SA/B 2,6,EGY1,07:36.9,"YEHIA, El Bakry; ABDALSHAFY, Akrm"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H1,1,POL,05:49.2,"WASIELEWSKI, Konrad; KOLBOWICZ, Marek; JELINSKI, Michal; KOROL, Adam"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H1,2,GBR,05:51.3,"ROWBOTHAM, Stephen; COUSINS, Charles; LUCAS, Bill; TOWNSEND, Sam"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H1,3,SUI,05:59.1,"ANNEN, Samuel; MAILLEFER, Jeremy; STAHLBERG, Nico; SCHMID, Michael"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H1,4,CZE,06:06.6,"BUZRLA, Petr; BASL, Martin; OUREDNICEK, Petr; ANDRLE, Jan"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H1,5,AUT,06:20.3,"FRANEK, Camillo; LEICHTER, Alexander; HANGWEYRER, Florian; QUISSEK, Max"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H2,1,CRO,05:51.4,"SAIN, David; SINKOVIC, Martin; MARTIN, Damir; SINKOVIC, Valent"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H2,2,BEL,05:58.4,"DE REU, Hannes; KOCH, Alexander; POELVOORDE, Bart; MAEYENS, Tim"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H2,3,NZL,06:04.7,"TROTT, Matthew; TWADDLE, Nathan; GERRITSEN, Paul; STOREY, John"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H2,4,GER,06:19.1,"KRUEGER, Stephan; GROHMANN, Tim; SCHOOF, Lauritz; ROCHER, Mathias"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H3,1,AUS,05:49.3,"MORGAN, Christopher; NOONAN, Daniel; CRAWSHAY, David; FORSTERLING, Karsten"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H3,2,USA,05:51.4,"HOVEY, Elliot; PIERMARINI, Wesley; MILLER, William; GAULT, Scott"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H3,3,RUS,05:52.6,"FEDOROVTSEV, Sergey; VOLODENKOV, Vladimir; KOSOV, Artem; MORGACHEV, Nikita"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Heat,H3,4,CHN,05:58.0,"ZHANG, Quan; YANG, Zengxin; LI, Cunming; SU, Hui"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FA,1,CRO,05:49.9,"SAIN, David; SINKOVIC, Martin; MARTIN, Damir; SINKOVIC, Valent"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FA,2,GER,05:52.3,"KRUEGER, Stephan; GROHMANN, Tim; SCHOOF, Lauritz; ROCHER, Mathias"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FA,3,GBR,05:54.2,"ROWBOTHAM, Stephen; COUSINS, Charles; LUCAS, Bill; TOWNSEND, Sam"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FA,4,AUS,05:55.8,"MORGAN, Christopher; NOONAN, Daniel; CRAWSHAY, David; FORSTERLING, Karsten"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FA,5,RUS,05:57.4,"FEDOROVTSEV, Sergey; VOLODENKOV, Vladimir; KOSOV, Artem; MORGACHEV, Nikita"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FA,6,POL,06:00.5,"WASIELEWSKI, Konrad; KOLBOWICZ, Marek; JELINSKI, Michal; KOROL, Adam"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FB,1,USA,06:02.8,"HOVEY, Elliot; PIERMARINI, Wesley; MILLER, William; GAULT, Scott"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FB,2,BEL,06:06.1,"DE REU, Hannes; KOCH, Alexander; POELVOORDE, Bart; MAEYENS, Tim"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FB,3,NZL,06:06.7,"TROTT, Matthew; TWADDLE, Nathan; GERRITSEN, Paul; STOREY, John"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FB,4,CHN,06:06.9,"ZHANG, Quan; YANG, Zengxin; LI, Cunming; SU, Hui"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FB,5,CZE,06:07.9,"BUZRLA, Petr; BASL, Martin; OUREDNICEK, Petr; ANDRLE, Jan"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FB,6,SUI,06:09.7,"ANNEN, Samuel; MAILLEFER, Jeremy; STAHLBERG, Nico; SCHMID, Michael"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Final,FC,1,AUT,00:00.0,"FRANEK, Camillo; LEICHTER, Alexander; HANGWEYRER, Florian; QUISSEK, Max"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Repechage,R,1,GER,05:57.2,"KRUEGER, Stephan; GROHMANN, Tim; SCHOOF, Lauritz; ROCHER, Mathias"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Repechage,R,2,CHN,05:59.4,"ZHANG, Quan; YANG, Zengxin; LI, Cunming; SU, Hui"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Repechage,R,3,CZE,06:02.5,"BUZRLA, Petr; BASL, Martin; OUREDNICEK, Petr; ANDRLE, Jan"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Repechage,R,4,AUT,06:08.3,"FRANEK, Camillo; LEICHTER, Alexander; HANGWEYRER, Florian; QUISSEK, Max"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,1,GER,05:54.3,"KRUEGER, Stephan; GROHMANN, Tim; SCHOOF, Lauritz; ROCHER, Mathias"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,2,CRO,05:55.5,"SAIN, David; SINKOVIC, Martin; MARTIN, Damir; SINKOVIC, Valent"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,3,POL,05:58.2,"WASIELEWSKI, Konrad; KOLBOWICZ, Marek; JELINSKI, Michal; KOROL, Adam"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,4,NZL,06:03.9,"TROTT, Matthew; TWADDLE, Nathan; GERRITSEN, Paul; STOREY, John"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,5,CZE,06:05.3,"BUZRLA, Petr; BASL, Martin; OUREDNICEK, Petr; ANDRLE, Jan"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,6,USA,06:05.8,"HOVEY, Elliot; PIERMARINI, Wesley; MILLER, William; GAULT, Scott"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,1,GBR,05:55.1,"ROWBOTHAM, Stephen; COUSINS, Charles; LUCAS, Bill; TOWNSEND, Sam"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,2,RUS,05:56.0,"FEDOROVTSEV, Sergey; VOLODENKOV, Vladimir; KOSOV, Artem; MORGACHEV, Nikita"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,3,AUS,05:56.4,"MORGAN, Christopher; NOONAN, Daniel; CRAWSHAY, David; FORSTERLING, Karsten"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,4,CHN,05:57.5,"ZHANG, Quan; YANG, Zengxin; LI, Cunming; SU, Hui"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,5,SUI,06:11.2,"ANNEN, Samuel; MAILLEFER, Jeremy; STAHLBERG, Nico; SCHMID, Michael"
2010 World Rowing Cup II,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,6,BEL,06:18.1,"DE REU, Hannes; KOCH, Alexander; POELVOORDE, Bart; MAEYENS, Tim"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H1,1,GBR1,06:56.7,"CAMPBELL, Alan"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H1,2,CHN,06:59.4,"ZHANG, Liang"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H1,3,GER2,07:01.3,"NOLTE, Falko"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H1,4,BUL,07:04.6,"BOZHILOV, Georgi"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H1,5,SLO2,07:16.3,"FISTRAVEC, Gasper"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H2,1,GER1,07:00.1,"HACKER, Marcel"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H2,2,AZE,07:04.0,"ALEKSANDROV, Aleksandar"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H2,3,RSA,07:07.7,"LAMBERT, Peter"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H2,4,AUT,07:12.2,"KREIBICH, Ralph"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H2,5,HKG,07:37.4,"LAW, Hiu Fung"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H3,1,LTU2,07:01.1,"GRISKONIS, Mindaugas"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H3,2,CRO,07:02.5,"VEKIC, Mario"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H3,3,NED,07:02.9,"BRAAS, Roel"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H3,4,LTU1,07:04.5,"MASILIONIS, Mykolas"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H3,5,POL,07:09.4,"LICZNERSKI, Piotr"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H4,1,CZE,07:06.0,"SYNEK, Ondrej"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H4,2,CHI,07:08.0,"VASQUEZ OCHOA, Oscar"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H4,3,SUI,07:09.8,"GUETTINGER, Fabrizio"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H4,4,SRB,07:14.2,"BOGICEVIC, Dusan"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H4,5,NZL2,07:16.3,"ARMS, Michael"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H5,1,NOR,07:01.4,"TUFTE, Olaf"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H5,2,MEX,07:02.9,"LOLIGER SALAS, Patrick"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H5,3,FIN,07:05.5,"KARPPINEN, Juho"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H5,4,BEL,07:10.1,"DUBOIS, Bram"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H5,5,AUS,07:25.1,"HUDSON, Nick"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H6,1,SWE,06:54.6,"KARONEN, Lassi"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H6,2,GER3,07:00.8,"SCHULZE, Karl"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H6,3,CAN,07:02.7,"HOWARD, Malcolm"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Heat,H6,4,GBR2,07:05.8,"CREAN, Brendan"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FA,1,CZE,07:00.6,"SYNEK, Ondrej"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FA,2,GER1,07:02.3,"HACKER, Marcel"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FA,3,NOR,07:05.9,"TUFTE, Olaf"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FA,4,SWE,07:06.8,"KARONEN, Lassi"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FA,5,GBR1,07:13.9,"CAMPBELL, Alan"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FA,6,CAN,07:23.3,"HOWARD, Malcolm"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FB,1,CHN,07:06.5,"ZHANG, Liang"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FB,2,LTU2,07:07.4,"GRISKONIS, Mindaugas"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FB,3,NED,07:08.3,"BRAAS, Roel"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FB,4,GER2,07:12.9,"NOLTE, Falko"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FB,5,GER3,07:18.5,"SCHULZE, Karl"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FB,6,CRO,07:21.9,"VEKIC, Mario"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FC,1,AZE,07:12.1,"ALEKSANDROV, Aleksandar"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FC,2,GBR2,07:18.0,"CREAN, Brendan"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FC,3,SUI,07:19.9,"GUETTINGER, Fabrizio"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FC,4,BUL,07:20.1,"BOZHILOV, Georgi"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FC,5,FIN,07:20.4,"KARPPINEN, Juho"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FC,6,AUT,07:31.4,"KREIBICH, Ralph"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FD,1,RSA,07:25.3,"LAMBERT, Peter"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FD,2,MEX,07:25.3,"LOLIGER SALAS, Patrick"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FD,3,LTU1,07:29.7,"MASILIONIS, Mykolas"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FD,4,BEL,07:31.2,"DUBOIS, Bram"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FD,5,CHI,07:32.0,"VASQUEZ OCHOA, Oscar"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FD,6,SRB,07:47.9,"BOGICEVIC, Dusan"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FE,1,AUS,07:28.0,"HUDSON, Nick"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FE,2,NZL2,07:33.2,"ARMS, Michael"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FE,3,SLO2,07:35.0,"FISTRAVEC, Gasper"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FE,4,POL,07:35.9,"LICZNERSKI, Piotr"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Final,FE,5,HKG,07:54.7,"LAW, Hiu Fung"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q1,1,GER1,07:00.4,"HACKER, Marcel"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q1,2,GER2,07:04.7,"NOLTE, Falko"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q1,3,NED,07:05.9,"BRAAS, Roel"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q1,4,GBR2,07:07.5,"CREAN, Brendan"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q1,5,CHI,07:18.3,"VASQUEZ OCHOA, Oscar"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q1,0,MEX,00:00.0,"LOLIGER SALAS, Patrick"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q2,1,GER3,06:57.3,"SCHULZE, Karl"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q2,2,LTU2,06:58.4,"GRISKONIS, Mindaugas"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q2,3,CHN,06:59.3,"ZHANG, Liang"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q2,4,SUI,07:11.2,"GUETTINGER, Fabrizio"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q2,5,RSA,07:16.0,"LAMBERT, Peter"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q2,6,BEL,07:18.3,"DUBOIS, Bram"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q3,1,GBR1,06:57.3,"CAMPBELL, Alan"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q3,2,SWE,06:59.4,"KARONEN, Lassi"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q3,3,CRO,07:05.4,"VEKIC, Mario"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q3,4,AUT,07:08.3,"KREIBICH, Ralph"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q3,5,FIN,07:11.5,"KARPPINEN, Juho"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q3,6,SRB,07:26.0,"BOGICEVIC, Dusan"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q4,1,CZE,06:57.0,"SYNEK, Ondrej"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q4,2,NOR,06:58.1,"TUFTE, Olaf"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q4,3,CAN,06:59.6,"HOWARD, Malcolm"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q4,4,AZE,07:00.7,"ALEKSANDROV, Aleksandar"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q4,5,BUL,07:05.5,"BOZHILOV, Georgi"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Quarterfinal,Q4,6,LTU1,07:16.6,"MASILIONIS, Mykolas"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 1,1,GER1,07:11.4,"HACKER, Marcel"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 1,2,NOR,07:13.8,"TUFTE, Olaf"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 1,3,SWE,07:15.7,"KARONEN, Lassi"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 1,4,CRO,07:25.3,"VEKIC, Mario"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 1,5,GER3,07:26.1,"SCHULZE, Karl"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 1,6,NED,07:27.0,"BRAAS, Roel"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 2,1,CZE,07:19.3,"SYNEK, Ondrej"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 2,2,GBR1,07:21.0,"CAMPBELL, Alan"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 2,3,CAN,07:22.3,"HOWARD, Malcolm"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 2,4,CHN,07:27.7,"ZHANG, Liang"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 2,5,GER2,07:38.6,"NOLTE, Falko"
2010 World Rowing Cup II,M1x,Men's Single Sculls - Semifinal,SA/B 2,6,LTU2,07:54.2,"GRISKONIS, Mindaugas"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,1,GER1,06:54.9,"THIELE, Annekatrin; RICHTER, Julia"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,2,CZE,06:57.8,"ANTOSOVA, Lenka; ANTOSOVA, Jitka"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,3,UKR,07:07.5,"OLEFIRENKO, Olena; MUSTAFAYEVA, Nataliya"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,4,CHN,07:10.2,"TIAN, Liang; ZHANG, Yangyang"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,5,AUS2,07:22.3,"EVERY-HALL, Hannah; MCNAMARA, Alice"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,6,RUS,07:34.2,"CHAGINA, Yulia; KALINOVSKAYA, Julia"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,1,GBR1,07:05.6,"GRAINGER, Katherine; WATKINS, Anna"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,2,BLR,07:08.6,"FADZEYENKA, Anastasiya; SHLIUPSKAYA, Katsiaryna"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,3,LTU,07:11.5,"SALTYTE, Lina; ALBERTAVICIUTE, Gabriele"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,4,FIN,07:14.8,"NIEMINEN, Minna; STEN, Sanna"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,5,ROU,07:21.4,"ILIE, Cristina; TRIFOI, Elena"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,6,EST,07:29.1,"VAIKSAAR, Sille; GARANKINA, Natalija"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,1,GBR1,07:02.4,"WATKINS, Anna; GRAINGER, Katherine"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,2,CZE,07:04.8,"ANTOSOVA, Lenka; ANTOSOVA, Jitka"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,3,GER1,07:05.5,"THIELE, Annekatrin; RICHTER, Julia"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,4,CHN,07:10.6,"TIAN, Liang; ZHANG, Yangyang"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,5,UKR,07:16.7,"OLEFIRENKO, Olena; MUSTAFAYEVA, Nataliya"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,6,BLR,07:24.3,"FADZEYENKA, Anastasiya; SHLIUPSKAYA, Katsiaryna"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,1,AUS2,07:24.3,"EVERY-HALL, Hannah; MCNAMARA, Alice"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,2,LTU,07:26.2,"ALBERTAVICIUTE, Gabriele; SALTYTE, Lina"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,3,FIN,07:28.6,"NIEMINEN, Minna; STEN, Sanna"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,4,ROU,07:30.8,"ILIE, Cristina; TRIFOI, Elena"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,5,RUS,07:31.0,"CHAGINA, Yulia; KALINOVSKAYA, Julia"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,6,EST,07:34.1,"VAIKSAAR, Sille; GARANKINA, Natalija"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R1,1,CHN,07:25.9,"TIAN, Liang; ZHANG, Yangyang"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R1,2,CZE,07:29.7,"ANTOSOVA, Lenka; ANTOSOVA, Jitka"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R1,3,LTU,07:43.4,"ALBERTAVICIUTE, Gabriele; SALTYTE, Lina"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R1,4,RUS,07:45.9,"CHAGINA, Yulia; KALINOVSKAYA, Julia"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R1,5,ROU,07:47.3,"ILIE, Cristina; TRIFOI, Elena"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R2,1,UKR,07:30.6,"OLEFIRENKO, Olena; MUSTAFAYEVA, Nataliya"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R2,2,BLR,07:32.6,"FADZEYENKA, Anastasiya; SHLIUPSKAYA, Katsiaryna"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R2,3,AUS2,07:33.6,"EVERY-HALL, Hannah; MCNAMARA, Alice"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R2,4,FIN,07:43.1,"NIEMINEN, Minna; STEN, Sanna"
2010 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R2,5,EST,07:56.0,"VAIKSAAR, Sille; GARANKINA, Natalija"
2010 World Rowing Cup II,W8+,Women's Eight - Final,FA,1,ROU,06:21.9,"COGIANU, Roxana; ZAHARIA, Ionelia; BURSUC, Maria Diana; CRACIUN, Ioana; COJOCARIU, Adelina; ALBU, Nicoleta; LUPASCU, Camelia; MIRONCIC, Eniko; GIDOIU, Talida-Teodora"
2010 World Rowing Cup II,W8+,Women's Eight - Final,FA,2,GBR,06:24.5,"COOK, Jo; REEVE, Louisa; PAGE, Natasha; THORNLEY, Victoria; EDDIE, Jessica; MAGUIRE, Lindsey; WHITLAM, Olivia; KNOWLES, Alison; O'CONNOR, Caroline"
2010 World Rowing Cup II,W8+,Women's Eight - Final,FA,3,GER,06:25.3,"PAUS, Eva; KNIEST, Anika; THIEM, Kathrin; GUENTHER, Silke; SCHMUTZLER, Nadine; REINERT, Katrin; WENGERT, Nina; KIPPHARDT, Anna-Maria; SCHWENSEN, Laura"
2010 World Rowing Cup II,W8+,Women's Eight - Final,FA,4,CHN,06:27.2,"LIU, Xiaojie; LI, Li; WANG, Juan; DING, Yanjie; LIN, Hong; LI, Xin; ZHANG, Jiaying; HAN, Xiaoyan; XU, Miao"
2010 World Rowing Cup II,W8+,Women's Eight - Final,FA,5,POL,06:40.9,"ERTMAN, Marlena; NITZLER, Kornelia; KARZYNSKA, Anna; KORCZAK, Magda; WOLNA, Katarzyna; KANTORSKA, Kinga; LESZCZYNSKA, Joanna; SOCKO, Kamila; GORSKA, Paulina"
2010 World Rowing Cup II,W2-,Women's Pair - Heat,H1,1,CHN2,07:16.6,"SUN, Zhengping; SUN, Meiling"
2010 World Rowing Cup II,W2-,Women's Pair - Heat,H1,2,ROU1,07:19.1,"LUPASCU, Camelia; MIRONCIC, Eniko"
2010 World Rowing Cup II,W2-,Women's Pair - Heat,H1,3,GBR3,07:20.6,"GLOVER, Helen; STANNING, Heather"
2010 World Rowing Cup II,W2-,Women's Pair - Heat,H1,4,GBR1,07:24.9,"EDDIE, Jessica; REEVE, Louisa"
2010 World Rowing Cup II,W2-,Women's Pair - Heat,H1,5,CHN4,07:25.7,"ZHANG, Huan; LIU, Jiahuan"
